,sp_count,up_count,title_cha,title_word,cha_word,up_cha,up_word,bad_word,class
2390,0.0,12.0,57.0,12.0,4.8,21.0,100.0,0.0,1
2391,0.0,7.0,31.0,8.0,3.9,22.0,87.0,0.0,0
2392,0.0,10.0,66.0,11.0,6.0,15.0,90.0,0.0,0
2393,2.0,3.0,58.0,10.0,5.8,5.0,30.0,0.0,0
2394,3.0,2.0,65.0,13.0,5.0,3.0,15.0,0.0,0
2395,2.0,18.0,75.0,19.0,3.9,24.0,94.0,0.0,0
2396,6.0,3.0,88.0,13.0,6.8,3.0,23.0,0.0,0
2397,2.0,4.0,72.0,14.0,5.1,5.0,28.0,0.0,1
2398,1.0,7.0,41.0,7.0,5.9,17.0,100.0,0.0,0
2399,1.0,14.0,63.0,15.0,4.2,22.0,93.0,0.0,1
2400,0.0,4.0,44.0,10.0,4.4,9.0,40.0,0.0,0
2401,0.0,2.0,53.0,10.0,5.3,3.0,20.0,0.0,0
2402,1.0,1.0,30.0,6.0,5.0,3.0,16.0,0.0,0
2403,3.0,12.0,78.0,12.0,6.5,15.0,100.0,0.0,0
2404,2.0,11.0,63.0,9.0,7.0,17.0,122.0,0.0,0
2405,2.0,2.0,12.0,3.0,4.0,16.0,66.0,0.0,1
2406,0.0,8.0,54.0,9.0,6.0,14.0,88.0,1.0,1
2407,4.0,12.0,53.0,10.0,5.3,22.0,120.0,0.0,0
2408,1.0,9.0,58.0,9.0,6.4,15.0,100.0,0.0,1
2409,0.0,5.0,71.0,14.0,5.1,7.0,35.0,0.0,0
2410,0.0,8.0,49.0,9.0,5.4,16.0,88.0,0.0,0
2411,0.0,2.0,26.0,6.0,4.3,7.0,33.0,0.0,0
2412,1.0,9.0,52.0,10.0,5.2,17.0,90.0,0.0,0
2413,3.0,5.0,100.0,20.0,5.0,5.0,25.0,0.0,1
2414,0.0,5.0,36.0,9.0,4.0,13.0,55.0,0.0,0
2415,2.0,2.0,88.0,20.0,4.4,2.0,10.0,0.0,0
2416,2.0,15.0,100.0,16.0,6.2,15.0,93.0,0.0,0
2417,4.0,14.0,76.0,14.0,5.4,18.0,100.0,0.0,0
2418,2.0,10.0,59.0,12.0,4.9,16.0,83.0,0.0,0
2419,2.0,4.0,24.0,4.0,6.0,16.0,100.0,0.0,1
2420,5.0,14.0,46.0,7.0,6.6,30.0,200.0,0.0,0
2421,0.0,3.0,44.0,7.0,6.3,6.0,42.0,0.0,0
2422,2.0,9.0,48.0,10.0,4.8,18.0,90.0,0.0,1
2423,1.0,10.0,56.0,14.0,4.0,17.0,71.0,0.0,0
2424,0.0,9.0,56.0,10.0,5.6,16.0,90.0,0.0,0
2425,0.0,10.0,59.0,10.0,5.9,16.0,100.0,0.0,0
2426,2.0,13.0,80.0,14.0,5.7,16.0,92.0,0.0,1
2427,3.0,14.0,67.0,13.0,5.2,20.0,107.0,0.0,0
2428,0.0,4.0,42.0,9.0,4.7,9.0,44.0,0.0,1
2429,0.0,4.0,23.0,5.0,4.6,17.0,80.0,0.0,0
2430,1.0,12.0,50.0,12.0,4.2,24.0,100.0,0.0,0
2431,2.0,8.0,51.0,9.0,5.7,15.0,88.0,0.0,0
2432,1.0,3.0,38.0,7.0,5.4,7.0,42.0,1.0,1
2433,0.0,8.0,54.0,12.0,4.5,14.0,66.0,0.0,0
2434,4.0,12.0,79.0,14.0,5.6,15.0,85.0,0.0,0
2435,3.0,4.0,48.0,8.0,6.0,8.0,50.0,0.0,1
2436,0.0,3.0,16.0,3.0,5.3,18.0,100.0,0.0,1
2437,0.0,4.0,17.0,4.0,4.2,23.0,100.0,0.0,0
2438,2.0,8.0,65.0,9.0,7.2,12.0,88.0,0.0,0
2439,1.0,11.0,54.0,12.0,4.5,20.0,91.0,0.0,1
2440,4.0,5.0,33.0,7.0,4.7,15.0,71.0,0.0,0
2441,1.0,6.0,46.0,9.0,5.1,13.0,66.0,0.0,0
2442,0.0,7.0,44.0,8.0,5.5,15.0,87.0,0.0,1
2443,2.0,6.0,57.0,10.0,5.7,10.0,60.0,0.0,0
2444,1.0,9.0,46.0,10.0,4.6,19.0,90.0,0.0,0
2445,3.0,15.0,77.0,15.0,5.1,19.0,100.0,0.0,1
2446,1.0,9.0,66.0,11.0,6.0,13.0,81.0,0.0,0
2447,0.0,7.0,47.0,8.0,5.9,14.0,87.0,0.0,0
2448,1.0,3.0,28.0,5.0,5.6,10.0,60.0,0.0,0
2449,1.0,8.0,56.0,13.0,4.3,14.0,61.0,0.0,0
2450,4.0,9.0,39.0,9.0,4.3,23.0,100.0,0.0,0
2451,0.0,10.0,70.0,12.0,5.8,14.0,83.0,0.0,0
2452,1.0,5.0,79.0,16.0,4.9,6.0,31.0,0.0,0
2453,0.0,15.0,85.0,15.0,5.7,17.0,100.0,0.0,0
2454,0.0,7.0,26.0,5.0,5.2,26.0,140.0,0.0,1
2455,3.0,4.0,19.0,3.0,6.3,21.0,133.0,0.0,0
2456,0.0,4.0,19.0,4.0,4.8,21.0,100.0,0.0,1
2457,1.0,4.0,47.0,9.0,5.2,8.0,44.0,0.0,0
2458,0.0,3.0,50.0,9.0,5.6,6.0,33.0,0.0,0
2459,2.0,3.0,76.0,13.0,5.8,3.0,23.0,0.0,0
2460,0.0,6.0,54.0,10.0,5.4,11.0,60.0,0.0,1
2461,4.0,15.0,91.0,17.0,5.4,16.0,88.0,0.0,0
2462,1.0,4.0,51.0,9.0,5.7,7.0,44.0,0.0,1
2463,3.0,16.0,83.0,20.0,4.2,19.0,80.0,0.0,0
2464,4.0,6.0,64.0,10.0,6.4,9.0,60.0,0.0,0
2465,1.0,13.0,66.0,15.0,4.4,19.0,86.0,0.0,0
2466,0.0,2.0,12.0,2.0,6.0,16.0,100.0,0.0,0
2467,1.0,4.0,56.0,9.0,6.2,7.0,44.0,0.0,1
2468,2.0,8.0,60.0,10.0,6.0,13.0,80.0,0.0,0
2469,2.0,10.0,68.0,13.0,5.2,14.0,76.0,0.0,0
2470,4.0,2.0,60.0,10.0,6.0,3.0,20.0,0.0,0
2471,3.0,12.0,55.0,13.0,4.2,21.0,92.0,0.0,0
2472,4.0,16.0,81.0,17.0,4.8,19.0,94.0,0.0,1
2473,1.0,8.0,52.0,11.0,4.7,15.0,72.0,0.0,0
2474,2.0,3.0,51.0,11.0,4.6,5.0,27.0,0.0,0
2475,1.0,10.0,59.0,11.0,5.4,16.0,90.0,0.0,0
2476,5.0,13.0,82.0,16.0,5.1,15.0,81.0,0.0,0
2477,0.0,1.0,13.0,1.0,13.0,7.0,100.0,0.0,1
2478,2.0,15.0,72.0,13.0,5.5,20.0,115.0,0.0,1
2479,0.0,6.0,50.0,11.0,4.5,12.0,54.0,0.0,0
2480,3.0,11.0,75.0,15.0,5.0,14.0,73.0,0.0,0
2481,1.0,7.0,46.0,9.0,5.1,15.0,77.0,0.0,0
2482,3.0,14.0,58.0,12.0,4.8,24.0,116.0,1.0,1
2483,2.0,1.0,16.0,3.0,5.3,6.0,33.0,0.0,0
2484,2.0,11.0,54.0,8.0,6.8,20.0,137.0,0.0,0
2485,3.0,5.0,29.0,5.0,5.8,17.0,100.0,0.0,0
2486,1.0,5.0,25.0,5.0,5.0,20.0,100.0,0.0,0
2487,1.0,9.0,59.0,10.0,5.9,15.0,90.0,0.0,0
2488,2.0,6.0,45.0,8.0,5.6,13.0,75.0,0.0,0
2489,1.0,7.0,45.0,6.0,7.5,15.0,116.0,0.0,0
2490,0.0,11.0,51.0,12.0,4.2,21.0,91.0,0.0,0
2491,1.0,11.0,60.0,13.0,4.6,18.0,84.0,0.0,1
2492,0.0,2.0,12.0,2.0,6.0,16.0,100.0,0.0,1
2493,0.0,7.0,37.0,7.0,5.3,18.0,100.0,0.0,1
2494,4.0,3.0,53.0,9.0,5.9,5.0,33.0,0.0,1
2495,0.0,13.0,71.0,15.0,4.7,18.0,86.0,0.0,0
2496,3.0,9.0,54.0,10.0,5.4,16.0,90.0,0.0,1
2497,2.0,18.0,76.0,12.0,6.3,23.0,150.0,0.0,1
2498,3.0,12.0,72.0,17.0,4.2,16.0,70.0,0.0,0
2499,4.0,14.0,74.0,12.0,6.2,18.0,116.0,0.0,0
2500,5.0,10.0,83.0,13.0,6.4,12.0,76.0,0.0,0
2501,2.0,11.0,77.0,14.0,5.5,14.0,78.0,0.0,0
2502,1.0,16.0,86.0,15.0,5.7,18.0,106.0,0.0,1
2503,0.0,6.0,58.0,12.0,4.8,10.0,50.0,0.0,1
2504,0.0,12.0,61.0,13.0,4.7,19.0,92.0,0.0,0
2505,0.0,4.0,36.0,8.0,4.5,11.0,50.0,0.0,1
2506,2.0,5.0,73.0,14.0,5.2,6.0,35.0,0.0,0
2507,0.0,10.0,61.0,12.0,5.1,16.0,83.0,0.0,0
2508,0.0,9.0,62.0,11.0,5.6,14.0,81.0,0.0,0
2509,0.0,8.0,55.0,9.0,6.1,14.0,88.0,0.0,1
2510,0.0,15.0,89.0,16.0,5.6,16.0,93.0,0.0,0
2511,0.0,2.0,50.0,8.0,6.2,4.0,25.0,0.0,0
2512,3.0,10.0,40.0,9.0,4.4,25.0,111.0,0.0,0
2513,4.0,13.0,61.0,13.0,4.7,21.0,100.0,0.0,1
2514,2.0,4.0,76.0,12.0,6.3,5.0,33.0,0.0,0
2515,3.0,13.0,77.0,15.0,5.1,16.0,86.0,0.0,0
2516,0.0,4.0,63.0,12.0,5.2,6.0,33.0,0.0,1
2517,0.0,4.0,61.0,12.0,5.1,6.0,33.0,0.0,0
2518,0.0,6.0,58.0,11.0,5.3,10.0,54.0,0.0,0
2519,3.0,3.0,42.0,8.0,5.2,7.0,37.0,0.0,0
2520,0.0,6.0,42.0,7.0,6.0,14.0,85.0,0.0,1
2521,4.0,5.0,66.0,13.0,5.1,7.0,38.0,0.0,0
2522,1.0,7.0,84.0,12.0,7.0,8.0,58.0,0.0,0
2523,0.0,5.0,68.0,5.0,13.6,7.0,100.0,0.0,1
2524,0.0,6.0,47.0,10.0,4.7,12.0,60.0,0.0,0
2525,0.0,8.0,50.0,9.0,5.6,16.0,88.0,0.0,0
2526,1.0,7.0,46.0,8.0,5.8,15.0,87.0,0.0,1
2527,0.0,6.0,65.0,11.0,5.9,9.0,54.0,0.0,1
2528,2.0,11.0,45.0,9.0,5.0,24.0,122.0,0.0,0
2529,2.0,12.0,68.0,13.0,5.2,17.0,92.0,0.0,0
2530,1.0,11.0,58.0,11.0,5.3,18.0,100.0,0.0,1
2531,2.0,13.0,75.0,15.0,5.0,17.0,86.0,0.0,0
2532,0.0,8.0,40.0,8.0,5.0,20.0,100.0,0.0,0
2533,2.0,13.0,93.0,17.0,5.5,13.0,76.0,0.0,0
2534,1.0,8.0,70.0,10.0,7.0,11.0,80.0,0.0,1
2535,0.0,4.0,42.0,8.0,5.2,9.0,50.0,0.0,0
2536,2.0,5.0,38.0,7.0,5.4,13.0,71.0,0.0,0
2537,0.0,2.0,12.0,2.0,6.0,16.0,100.0,0.0,0
2538,5.0,16.0,93.0,16.0,5.8,17.0,100.0,0.0,1
2539,1.0,11.0,71.0,12.0,5.9,15.0,91.0,1.0,1
2540,1.0,8.0,45.0,9.0,5.0,17.0,88.0,0.0,0
2541,1.0,11.0,60.0,11.0,5.5,18.0,100.0,0.0,1
2542,0.0,10.0,43.0,10.0,4.3,23.0,100.0,0.0,0
2543,0.0,4.0,19.0,4.0,4.8,21.0,100.0,0.0,0
2544,1.0,3.0,67.0,13.0,5.2,4.0,23.0,0.0,0
2545,1.0,2.0,54.0,10.0,5.4,3.0,20.0,0.0,0
2546,0.0,5.0,32.0,5.0,6.4,15.0,100.0,0.0,0
2547,1.0,9.0,51.0,9.0,5.7,17.0,100.0,0.0,0
2548,0.0,6.0,37.0,7.0,5.3,16.0,85.0,0.0,0
2549,0.0,8.0,40.0,9.0,4.4,20.0,88.0,0.0,0
2550,3.0,15.0,89.0,14.0,6.4,16.0,107.0,0.0,0
2551,2.0,9.0,55.0,11.0,5.0,16.0,81.0,0.0,0
2552,1.0,8.0,53.0,10.0,5.3,15.0,80.0,0.0,0
2553,2.0,2.0,54.0,9.0,6.0,3.0,22.0,0.0,0
2554,1.0,11.0,81.0,16.0,5.1,13.0,68.0,0.0,0
2555,2.0,13.0,79.0,15.0,5.3,16.0,86.0,0.0,1
2556,0.0,12.0,70.0,14.0,5.0,17.0,85.0,0.0,0
2557,0.0,16.0,88.0,17.0,5.2,18.0,94.0,0.0,0
2558,1.0,4.0,39.0,9.0,4.3,10.0,44.0,0.0,0
2559,2.0,10.0,74.0,13.0,5.7,13.0,76.0,0.0,0
2560,0.0,5.0,45.0,8.0,5.6,11.0,62.0,0.0,0
2561,2.0,6.0,49.0,11.0,4.5,12.0,54.0,0.0,0
2562,2.0,15.0,48.0,10.0,4.8,31.0,150.0,0.0,1
2563,1.0,12.0,83.0,14.0,5.9,14.0,85.0,0.0,1
2564,0.0,15.0,82.0,18.0,4.6,18.0,83.0,0.0,0
2565,1.0,7.0,32.0,7.0,4.6,21.0,100.0,0.0,0
2566,2.0,4.0,43.0,9.0,4.8,9.0,44.0,0.0,0
2567,1.0,10.0,55.0,11.0,5.0,18.0,90.0,0.0,0
2568,0.0,2.0,48.0,10.0,4.8,4.0,20.0,0.0,0
2569,0.0,4.0,16.0,4.0,4.0,25.0,100.0,0.0,0
2570,0.0,5.0,22.0,5.0,4.4,22.0,100.0,0.0,0
2571,3.0,3.0,68.0,12.0,5.7,4.0,25.0,0.0,0
2572,0.0,5.0,88.0,18.0,4.9,5.0,27.0,0.0,1
2573,2.0,13.0,64.0,13.0,4.9,20.0,100.0,0.0,0
2574,2.0,9.0,45.0,9.0,5.0,20.0,100.0,0.0,0
2575,0.0,4.0,61.0,12.0,5.1,6.0,33.0,0.0,0
2576,1.0,9.0,58.0,10.0,5.8,15.0,90.0,0.0,1
2577,2.0,10.0,96.0,17.0,5.6,10.0,58.0,0.0,0
2578,3.0,19.0,113.0,22.0,5.1,16.0,86.0,0.0,1
2579,0.0,8.0,57.0,10.0,5.7,14.0,80.0,0.0,0
2580,0.0,12.0,66.0,12.0,5.5,18.0,100.0,0.0,1
2581,6.0,5.0,73.0,15.0,4.9,6.0,33.0,0.0,0
2582,2.0,6.0,50.0,9.0,5.6,12.0,66.0,0.0,1
2583,2.0,1.0,64.0,12.0,5.3,1.0,8.0,0.0,0
2584,1.0,13.0,102.0,16.0,6.4,12.0,81.0,0.0,0
2585,4.0,12.0,76.0,13.0,5.8,15.0,92.0,0.0,0
2586,4.0,7.0,41.0,8.0,5.1,17.0,87.0,0.0,0
2587,2.0,11.0,66.0,10.0,6.6,16.0,110.0,0.0,0
2588,0.0,11.0,51.0,12.0,4.2,21.0,91.0,0.0,1
2589,0.0,8.0,49.0,11.0,4.5,16.0,72.0,0.0,0
2590,0.0,4.0,71.0,13.0,5.5,5.0,30.0,0.0,0
2591,1.0,5.0,48.0,9.0,5.3,10.0,55.0,0.0,0
2592,3.0,11.0,54.0,8.0,6.8,20.0,137.0,0.0,0
2593,0.0,9.0,49.0,9.0,5.4,18.0,100.0,0.0,0
2594,2.0,19.0,71.0,15.0,4.7,26.0,126.0,0.0,1
2595,0.0,7.0,26.0,6.0,4.3,26.0,116.0,0.0,0
2596,1.0,14.0,78.0,14.0,5.6,17.0,100.0,0.0,0
2597,0.0,9.0,57.0,10.0,5.7,15.0,90.0,0.0,0
2598,4.0,14.0,162.0,39.0,4.2,8.0,35.0,0.0,0
2599,0.0,4.0,54.0,10.0,5.4,7.0,40.0,0.0,0
2600,1.0,14.0,76.0,15.0,5.1,18.0,93.0,0.0,0
2601,1.0,6.0,46.0,7.0,6.6,13.0,85.0,0.0,1
2602,2.0,12.0,74.0,12.0,6.2,16.0,100.0,0.0,1
2603,1.0,12.0,84.0,12.0,7.0,14.0,100.0,0.0,1
2604,0.0,3.0,18.0,3.0,6.0,16.0,100.0,0.0,0
2605,1.0,7.0,50.0,8.0,6.2,14.0,87.0,0.0,0
2606,3.0,14.0,72.0,14.0,5.1,19.0,100.0,0.0,1
2607,0.0,4.0,47.0,9.0,5.2,8.0,44.0,0.0,0
2608,3.0,15.0,78.0,17.0,4.6,19.0,88.0,0.0,0
2609,2.0,1.0,18.0,2.0,9.0,5.0,50.0,0.0,0
2610,2.0,5.0,30.0,6.0,5.0,16.0,83.0,0.0,0
2611,3.0,16.0,107.0,19.0,5.6,14.0,84.0,0.0,0
2612,2.0,7.0,47.0,9.0,5.2,14.0,77.0,0.0,0
2613,1.0,12.0,79.0,16.0,4.9,15.0,75.0,0.0,0
2614,0.0,7.0,33.0,7.0,4.7,21.0,100.0,0.0,0
2615,2.0,10.0,57.0,10.0,5.7,17.0,100.0,0.0,0
2616,3.0,11.0,74.0,12.0,6.2,14.0,91.0,0.0,0
2617,1.0,4.0,51.0,9.0,5.7,7.0,44.0,0.0,0
2618,2.0,10.0,59.0,12.0,4.9,16.0,83.0,0.0,1
2619,0.0,11.0,53.0,13.0,4.1,20.0,84.0,0.0,0
2620,4.0,6.0,86.0,17.0,5.1,6.0,35.0,0.0,0
2621,0.0,6.0,43.0,8.0,5.4,13.0,75.0,0.0,0
2622,1.0,8.0,51.0,9.0,5.7,15.0,88.0,0.0,0
2623,0.0,9.0,51.0,9.0,5.7,17.0,100.0,0.0,1
2624,3.0,10.0,62.0,12.0,5.2,16.0,83.0,0.0,0
2625,0.0,12.0,47.0,12.0,3.9,25.0,100.0,0.0,0
2626,0.0,10.0,52.0,12.0,4.3,19.0,83.0,1.0,0
2627,0.0,4.0,57.0,10.0,5.7,7.0,40.0,0.0,0
2628,0.0,4.0,46.0,8.0,5.8,8.0,50.0,0.0,1
2629,0.0,8.0,56.0,12.0,4.7,14.0,66.0,0.0,0
2630,0.0,5.0,56.0,10.0,5.6,8.0,50.0,0.0,1
2631,2.0,11.0,40.0,8.0,5.0,27.0,137.0,0.0,1
2632,11.0,21.0,101.0,19.0,5.3,20.0,110.0,0.0,0
2633,0.0,5.0,35.0,6.0,5.8,14.0,83.0,0.0,1
2634,4.0,16.0,92.0,19.0,4.8,17.0,84.0,0.0,0
2635,2.0,12.0,68.0,12.0,5.7,17.0,100.0,0.0,0
2636,0.0,8.0,51.0,13.0,3.9,15.0,61.0,0.0,0
2637,0.0,3.0,64.0,11.0,5.8,4.0,27.0,0.0,0
2638,1.0,11.0,60.0,12.0,5.0,18.0,91.0,0.0,0
2639,0.0,5.0,34.0,7.0,4.9,14.0,71.0,0.0,0
2640,8.0,1.0,93.0,16.0,5.8,1.0,6.0,0.0,0
2641,0.0,4.0,48.0,8.0,6.0,8.0,50.0,0.0,0
2642,0.0,2.0,44.0,8.0,5.5,4.0,25.0,0.0,0
2643,3.0,14.0,50.0,10.0,5.0,28.0,140.0,0.0,1
2644,3.0,15.0,80.0,16.0,5.0,18.0,93.0,0.0,0
2645,0.0,2.0,65.0,13.0,5.0,3.0,15.0,0.0,0
2646,3.0,13.0,76.0,15.0,5.1,17.0,86.0,0.0,0
2647,2.0,5.0,63.0,15.0,4.2,7.0,33.0,0.0,1
2648,1.0,6.0,41.0,7.0,5.9,14.0,85.0,0.0,0
2649,2.0,7.0,49.0,9.0,5.4,14.0,77.0,0.0,0
2650,6.0,12.0,84.0,15.0,5.6,14.0,80.0,0.0,1
2651,2.0,11.0,61.0,13.0,4.7,18.0,84.0,0.0,0
2652,0.0,5.0,45.0,10.0,4.5,11.0,50.0,0.0,0
2653,1.0,9.0,56.0,10.0,5.6,16.0,90.0,0.0,0
2654,0.0,5.0,30.0,6.0,5.0,16.0,83.0,0.0,0
2655,0.0,9.0,45.0,9.0,5.0,20.0,100.0,0.0,1
2656,2.0,8.0,59.0,10.0,5.9,13.0,80.0,0.0,0
2657,0.0,13.0,69.0,16.0,4.3,18.0,81.0,0.0,0
2658,2.0,12.0,55.0,15.0,3.7,21.0,80.0,0.0,0
2659,2.0,8.0,56.0,9.0,6.2,14.0,88.0,0.0,0
2660,4.0,13.0,81.0,16.0,5.1,16.0,81.0,0.0,0
2661,2.0,5.0,30.0,5.0,6.0,16.0,100.0,0.0,1
2662,1.0,4.0,56.0,11.0,5.1,7.0,36.0,0.0,1
2663,0.0,8.0,52.0,9.0,5.8,15.0,88.0,0.0,0
2664,2.0,10.0,66.0,13.0,5.1,15.0,76.0,0.0,0
2665,4.0,12.0,64.0,13.0,4.9,18.0,92.0,0.0,1
2666,2.0,6.0,49.0,11.0,4.5,12.0,54.0,0.0,0
2667,0.0,4.0,35.0,8.0,4.4,11.0,50.0,0.0,1
2668,2.0,3.0,65.0,13.0,5.0,4.0,23.0,0.0,0
2669,0.0,5.0,14.0,3.0,4.7,35.0,166.0,0.0,0
2670,0.0,5.0,50.0,11.0,4.5,10.0,45.0,0.0,1
2671,0.0,15.0,86.0,20.0,4.3,17.0,75.0,0.0,0
2672,3.0,13.0,75.0,15.0,5.0,17.0,86.0,0.0,0
2673,0.0,2.0,53.0,10.0,5.3,3.0,20.0,0.0,0
2674,2.0,11.0,59.0,13.0,4.5,18.0,84.0,0.0,1
2675,2.0,14.0,84.0,13.0,6.5,16.0,107.0,0.0,1
2676,0.0,4.0,60.0,12.0,5.0,6.0,33.0,0.0,0
2677,1.0,7.0,96.0,17.0,5.6,7.0,41.0,0.0,1
2678,1.0,8.0,54.0,9.0,6.0,14.0,88.0,0.0,0
2679,3.0,8.0,51.0,10.0,5.1,15.0,80.0,0.0,0
2680,0.0,6.0,76.0,16.0,4.8,7.0,37.0,0.0,0
2681,1.0,9.0,56.0,11.0,5.1,16.0,81.0,0.0,0
2682,4.0,11.0,59.0,14.0,4.2,18.0,78.0,0.0,0
2683,0.0,2.0,12.0,2.0,6.0,16.0,100.0,0.0,0
2684,1.0,9.0,59.0,9.0,6.6,15.0,100.0,0.0,0
2685,2.0,14.0,69.0,14.0,4.9,20.0,100.0,0.0,0
2686,1.0,11.0,59.0,11.0,5.4,18.0,100.0,0.0,1
2687,2.0,12.0,50.0,10.0,5.0,24.0,120.0,0.0,1
2688,3.0,16.0,84.0,16.0,5.2,19.0,100.0,0.0,0
2689,1.0,13.0,84.0,15.0,5.6,15.0,86.0,0.0,1
2690,7.0,14.0,84.0,17.0,4.9,16.0,82.0,0.0,0
2691,3.0,17.0,79.0,21.0,3.8,21.0,80.0,0.0,0
2692,0.0,6.0,34.0,7.0,4.9,17.0,85.0,0.0,1
2693,2.0,1.0,86.0,18.0,4.8,1.0,5.0,0.0,0
2694,1.0,8.0,42.0,9.0,4.7,19.0,88.0,0.0,0
2695,1.0,11.0,64.0,13.0,4.9,17.0,84.0,0.0,0
2696,0.0,4.0,62.0,13.0,4.8,6.0,30.0,0.0,0
2697,0.0,12.0,66.0,13.0,5.1,18.0,92.0,0.0,1
2698,3.0,12.0,89.0,15.0,5.9,13.0,80.0,0.0,0
2699,0.0,2.0,43.0,9.0,4.8,4.0,22.0,0.0,0
2700,2.0,4.0,85.0,18.0,4.7,4.0,22.0,0.0,1
2701,0.0,9.0,42.0,8.0,5.2,21.0,112.0,0.0,0
2702,0.0,9.0,45.0,9.0,5.0,20.0,100.0,0.0,0
2703,4.0,10.0,59.0,11.0,5.4,16.0,90.0,0.0,0
2704,0.0,6.0,33.0,6.0,5.5,18.0,100.0,0.0,0
2705,0.0,3.0,44.0,8.0,5.5,6.0,37.0,0.0,0
2706,1.0,3.0,78.0,16.0,4.9,3.0,18.0,0.0,0
2707,3.0,19.0,90.0,20.0,4.5,21.0,95.0,0.0,0
2708,1.0,8.0,49.0,10.0,4.9,16.0,80.0,0.0,0
2709,1.0,9.0,61.0,11.0,5.5,14.0,81.0,0.0,0
2710,3.0,9.0,48.0,10.0,4.8,18.0,90.0,1.0,0
2711,1.0,8.0,44.0,10.0,4.4,18.0,80.0,0.0,0
2712,0.0,13.0,47.0,14.0,3.4,27.0,92.0,0.0,0
2713,1.0,10.0,56.0,10.0,5.6,17.0,100.0,0.0,1
2714,1.0,7.0,38.0,8.0,4.8,18.0,87.0,0.0,1
2715,2.0,4.0,76.0,14.0,5.4,5.0,28.0,0.0,1
2716,2.0,12.0,81.0,15.0,5.4,14.0,80.0,0.0,0
2717,0.0,6.0,30.0,7.0,4.3,20.0,85.0,0.0,0
2718,1.0,11.0,57.0,11.0,5.2,19.0,100.0,0.0,0
2719,0.0,8.0,38.0,8.0,4.8,21.0,100.0,0.0,0
2720,1.0,7.0,68.0,10.0,6.8,10.0,70.0,0.0,1
2721,2.0,7.0,31.0,7.0,4.4,22.0,100.0,0.0,0
2722,1.0,12.0,69.0,15.0,4.6,17.0,80.0,0.0,0
2723,0.0,7.0,46.0,10.0,4.6,15.0,70.0,0.0,0
2724,2.0,13.0,72.0,15.0,4.8,18.0,86.0,0.0,0
2725,1.0,4.0,57.0,9.0,6.3,7.0,44.0,0.0,0
2726,0.0,11.0,58.0,11.0,5.3,18.0,100.0,0.0,0
2727,5.0,13.0,83.0,15.0,5.5,15.0,86.0,0.0,1
2728,0.0,7.0,64.0,15.0,4.3,10.0,46.0,0.0,0
2729,6.0,14.0,58.0,15.0,3.9,24.0,93.0,0.0,0
2730,2.0,10.0,51.0,11.0,4.6,19.0,90.0,0.0,0
2731,3.0,6.0,60.0,12.0,5.0,10.0,50.0,0.0,1
2732,1.0,4.0,64.0,13.0,4.9,6.0,30.0,0.0,0
2733,3.0,7.0,51.0,10.0,5.1,13.0,70.0,0.0,0
2734,1.0,6.0,49.0,10.0,4.9,12.0,60.0,0.0,0
2735,0.0,12.0,58.0,10.0,5.8,20.0,120.0,0.0,0
2736,1.0,6.0,57.0,10.0,5.7,10.0,60.0,0.0,0
2737,9.0,12.0,94.0,12.0,7.8,12.0,100.0,0.0,0
2738,1.0,2.0,53.0,6.0,8.8,3.0,33.0,0.0,1
2739,3.0,16.0,70.0,17.0,4.1,22.0,94.0,0.0,0
2740,0.0,3.0,57.0,11.0,5.2,5.0,27.0,0.0,0
2741,3.0,12.0,61.0,13.0,4.7,19.0,92.0,0.0,0
2742,3.0,3.0,69.0,14.0,4.9,4.0,21.0,0.0,0
2743,0.0,8.0,33.0,8.0,4.1,24.0,100.0,0.0,0
2744,2.0,11.0,84.0,14.0,6.0,13.0,78.0,0.0,0
2745,5.0,16.0,95.0,18.0,5.3,16.0,88.0,0.0,0
2746,2.0,5.0,46.0,8.0,5.8,10.0,62.0,0.0,0
2747,1.0,15.0,57.0,13.0,4.4,26.0,115.0,0.0,1
2748,0.0,5.0,28.0,7.0,4.0,17.0,71.0,0.0,0
2749,0.0,9.0,43.0,12.0,3.6,20.0,75.0,0.0,0
2750,2.0,4.0,63.0,14.0,4.5,6.0,28.0,0.0,1
2751,0.0,6.0,45.0,9.0,5.0,13.0,66.0,0.0,0
2752,0.0,8.0,50.0,9.0,5.6,16.0,88.0,0.0,0
2753,3.0,17.0,67.0,15.0,4.5,25.0,113.0,0.0,1
2754,0.0,4.0,41.0,7.0,5.9,9.0,57.0,0.0,0
2755,3.0,12.0,71.0,13.0,5.5,16.0,92.0,0.0,0
2756,1.0,14.0,82.0,16.0,5.1,17.0,87.0,0.0,0
2757,0.0,2.0,42.0,9.0,4.7,4.0,22.0,0.0,1
2758,3.0,9.0,53.0,10.0,5.3,16.0,90.0,0.0,0
2759,0.0,15.0,77.0,15.0,5.1,19.0,100.0,0.0,0
2760,1.0,6.0,65.0,15.0,4.3,9.0,40.0,0.0,0
2761,0.0,13.0,88.0,18.0,4.9,14.0,72.0,0.0,0
2762,0.0,3.0,49.0,9.0,5.4,6.0,33.0,0.0,0
2763,6.0,13.0,78.0,17.0,4.6,16.0,76.0,0.0,0
2764,0.0,14.0,69.0,15.0,4.6,20.0,93.0,0.0,0
2765,0.0,3.0,22.0,5.0,4.4,13.0,60.0,0.0,1
2766,5.0,2.0,82.0,11.0,7.5,2.0,18.0,0.0,1
